,0,1
476,16.15,10250.0
477,15.95,9975.0
478,15.35,10100.0
479,15.45,10175.0
480,15.3,10125.0
481,15.3,10125.0
482,15.4,10125.0
483,15.35,10175.0
484,15.5,10100.0
485,15.45,10075.0
486,15.4,10150.0
487,15.45,10100.0
488,15.35,10200.0
489,15.4,10200.0
490,15.35,10125.0
491,15.35,10150.0
492,15.3,10100.0
493,15.2,9950.0
494,15.35,10025.0
495,15.4,10025.0
496,15.45,10050.0
497,15.35,9950.0
498,15.4,10000.0
499,15.65,9925.0
500,15.8,9850.0
501,15.7,9875.0
502,15.75,9975.0
503,15.75,10000.0
504,15.9,9975.0
505,15.95,9975.0
506,15.85,9950.0
507,15.85,10000.0
508,15.7,10075.0
509,15.75,10075.0
510,15.8,10200.0
511,15.9,10175.0
512,15.7,10200.0
513,15.7,10200.0
514,15.6,10150.0
515,15.5,10050.0
516,15.55,10150.0
517,15.6,10525.0
518,15.5,10575.0
519,15.45,10500.0
520,15.65,10525.0
521,15.65,10625.0
522,15.65,10625.0
523,15.7,10625.0
524,15.7,10625.0
525,15.35,10575.0
526,15.6,10575.0
527,15.7,10675.0
528,15.7,9450.0
529,15.75,9425.0
530,15.8,9400.0
531,15.8,9225.0
532,15.9,9225.0
533,15.9,9175.0
534,15.8,9300.0
535,15.75,9250.0
536,15.75,9100.0
537,15.75,9050.0
538,15.75,8900.0
539,15.75,8900.0
540,15.65,9025.0
541,15.55,9075.0
542,15.75,9000.0
543,16.05,8900.0
544,16.3,8900.0
545,16.25,8875.0
546,15.9,8800.0
547,15.9,8850.0
548,15.8,8850.0
549,15.85,8825.0
550,15.8,8825.0
551,15.8,8875.0
552,15.75,9050.0
553,15.7,9050.0
554,15.75,9075.0
555,15.8,9150.0
556,15.8,9125.0
557,15.85,9050.0
558,15.75,8925.0
559,15.6,8775.0
560,15.65,8850.0
561,15.5,9000.0
562,15.55,9075.0
563,15.55,9125.0
564,15.7,9175.0
565,15.65,9175.0
566,15.65,9175.0
567,15.6,9075.0
568,15.55,9100.0
569,15.55,9075.0
570,15.55,9125.0
571,16.0,9225.0
572,16.05,9225.0
573,16.1,9175.0
574,16.15,9250.0
575,16.25,9250.0
576,16.15,9300.0
577,16.2,9400.0
578,16.15,9275.0
579,16.15,9125.0
580,16.1,9150.0
581,16.0,9125.0
582,16.0,9250.0
583,16.1,9275.0
584,15.25,9350.0
585,15.45,9325.0
586,15.45,9275.0
587,15.3,9225.0
588,15.35,9175.0
589,15.45,9150.0
590,15.35,9125.0
591,15.1,9025.0
592,15.1,9025.0
593,15.25,9025.0
594,15.15,9000.0
595,15.1,9025.0
596,15.15,9000.0
597,15.25,9025.0
598,15.25,9000.0
599,15.3,9025.0
600,15.35,9000.0
601,15.45,9000.0
602,15.5,9000.0
603,15.75,8950.0
604,15.85,8925.0
605,16.0,8925.0
606,15.95,8975.0
607,15.8,9050.0
608,15.6,9000.0
609,15.7,9000.0
610,15.65,8900.0
611,15.8,8900.0
612,15.75,9000.0
613,15.85,9225.0
614,15.9,9250.0
615,15.9,9250.0
616,15.9,9175.0
617,15.95,9125.0
618,16.0,9150.0
619,15.9,9175.0
620,15.85,9100.0
621,15.75,9175.0
622,15.75,9150.0
623,15.75,9175.0
624,15.85,9300.0
625,16.15,9300.0
626,16.25,9250.0
627,16.0,9300.0
628,16.1,9350.0
629,16.3,9650.0
630,16.7,9600.0
631,16.65,9550.0
632,16.65,9475.0
633,16.45,9450.0
634,16.45,9475.0
635,16.55,9450.0
636,16.3,9425.0
637,16.45,9450.0
638,16.55,9325.0
639,16.65,9375.0
640,16.5,9275.0
641,16.35,9125.0
642,16.2,9175.0
643,16.2,9100.0
644,16.3,9275.0
645,16.3,9200.0
646,16.6,9175.0
647,16.7,9175.0
648,16.55,9200.0
649,16.6,9275.0
650,16.45,9225.0
651,16.45,9225.0
652,16.5,9175.0
653,16.45,9250.0
654,16.3,9275.0
655,16.2,9300.0
656,16.1,9475.0
657,16.1,9600.0
658,16.2,9575.0
659,16.25,9800.0
660,16.3,9850.0
661,16.3,9725.0
662,16.35,9750.0
663,16.35,9900.0
664,16.35,9750.0
665,16.4,9775.0
666,16.3,9800.0
667,16.4,9975.0
668,16.4,10000.0
669,16.45,9975.0
670,16.4,10100.0
671,16.4,10100.0
672,16.45,10025.0
673,16.35,9925.0
674,16.35,9850.0
675,16.3,9975.0
676,16.15,9950.0
677,16.1,10000.0
678,16.15,10025.0
679,16.15,9925.0
680,16.0,9900.0
681,16.05,9850.0
682,16.0,9950.0
683,15.75,9900.0
684,15.1,9650.0
685,15.3,9775.0
686,15.2,9825.0
687,15.1,9775.0
688,15.2,9775.0
689,15.45,9950.0
690,15.65,10150.0
691,16.05,10250.0
692,15.9,10350.0
693,15.9,10225.0
694,15.9,10375.0
695,15.9,10700.0
696,15.65,10625.0
697,15.65,10600.0
698,15.65,10575.0
699,15.6,10700.0
700,15.65,10625.0
701,15.85,10750.0
702,15.8,10850.0
703,15.7,11100.0
704,15.75,11175.0
705,15.55,11125.0
706,15.55,11150.0
707,15.55,11150.0
708,15.5,10875.0
709,15.55,10875.0
710,15.3,11050.0
711,15.35,11150.0
712,15.45,11175.0
713,15.4,11200.0
714,15.5,11150.0
715,15.5,11100.0
716,15.5,11100.0
717,15.5,11050.0
718,15.5,10975.0
719,15.4,10750.0
720,15.4,10850.0
721,15.55,10950.0
722,15.5,10850.0
723,15.55,10725.0
724,15.45,10600.0
725,15.2,10575.0
726,15.2,10525.0
727,15.2,10525.0
728,15.9,10575.0
729,16.15,10550.0
730,16.1,10425.0
731,16.15,10350.0
732,16.05,10300.0
733,16.1,10275.0
734,16.2,10700.0
735,16.2,10625.0
736,16.1,10525.0
737,16.15,10450.0
738,16.1,10500.0
739,16.2,10425.0
740,16.3,10350.0
741,16.3,10350.0
742,16.4,10350.0
